,comment,like_count
87,"Sichuan culture is very Thick and so is its food. This is why it has fascinated Hollywood and Disney many times
Disney’s new animated films, Come With My Youth（Turning Red） and The Elemental, both have a lot of Sichuan elements
The MEI MEI that accompanies my youth（Turning Red）, MEI MEI is the red panda of Sichuan
Elemental       The fire element girl inside is Sichuan pepper culture

The most famous attractions in Sichuan are SHU NAN Bamboo Sea （蜀南竹海） and CHUAN XI Bamboo Sea （川西竹海）, scenic spots
SHU NAN Bamboo Sea （蜀南竹海） https://www.youtube.com/watch?v=RgrDBBXW0ag&t=15s
CHUAN XI Bamboo Sea （川西竹海） https://www.youtube.com/watch?v=VKlIREiLEPU&t=650s",0
88,"China has 13 Avatar Mountains
1.Zhang jia jie  （张家界）   湖南省 Hunan Province
2.Shu nan Bamboo sea  （蜀南竹海）   四川省 Si chuan Province
3.Chuan xi Bamboo sea  （川西竹海）  四川省 Si chuan Province
4. Jiu zhai gou（九寨沟）四川省 Si chuan Province
5.Nan shan Bamboo sea （南山竹海）  江苏省 Jiang su Province 
6.YI xing  Bamboo sea  （宜兴竹海）  浙江省 Jiang su Province
7.Ge tu he  （格凸河）  广西省 Guang xi Province
8.Gui ling   （桂林）  广西省 Guang xi Province
9.Ba ma   （巴马）   广西省 Guang xi Province
10.Qi xian ling  Sanya  （七仙岭）  海南省 Hai nan Province
11.San qing shan （三清山）江西省 jiang xi Province
12 Nan shan Bamboo sea （南山竹海）江苏省 jiang su Province
13 Huang shan （黄山）安徽省 An hui Province",0
89,"Kunming got lot's of interesting night markets, more than 20 night markets, and it's also a huge capital city, and it's more beautiful at night.",0
90,"It can be seen that you are a very professional traveler, you can always find delicious Chinese food. I have watched many people's travel videos to China. Most people go to China to drink Starbucks, eat KFC or McDonald's, eat bread, or some food in chain convenience stores, and don't even know to try authentic Chinese food. I just want to say that food is also part of traveling. Otherwise, if you just go to China to drink Starbucks and eat bread, what's the point? You did a great job. It seems that you have done your homework. I wish you a happy trip.",14
91,Loving it that you're enjoying your trip brother! Are you there while on reserve duty?,0
92,"I've heard the weather is consistent and lovely in Kunming, not hot or cold",1
93,Have you been ZhangJiaJie 张家界？ It is a must-see.,0
94,"I went to Kunming last December. There are 26 ethnic minorities in Yunnan, so there are a lot of different cuisines. What was even more surprising was that the weather was very similar to that of Los Angeles.
Love the city soooooooooo much ❤❤❤❤❤🎉🎉🎉🎉🎉",1
95,Thx for sharing,5
96,"In China many cities or small have their exotic foods. I just visisted Chaozhou, Guangzhou and Fujian 9 days. Good food on the streets as well as our meals provided by the tour. Just beautiful. The Highway or freeway are better abd the refreshing toilet breaks centre clean and nice food",4
97,"kunming is called ""spring city"" for its lovely weather for the whole year😊",0
98,❤❤❤❤❤❤❤,2
99,Kunming is a very beautiful city,16
100,Are those sold as pets or food because the Yulian festival is coming soon.,0
101,"Doug you can plan Xishuangbanna, Dali/Lijiang and Diqing if you plam to visit Yunnan for the second time",2
102,There are so many beautiful places in China that you can never see them all in your lifetime!,7
103,welcome to my hometown,0
104,"The Avatar planet is based on Zhangjiajie in Hunan Province, it is a magnificent place",1
105,Haven't been back for 20 years since last time I visited Yunnan,2
106,"Doug, I hope you are at least being paid well for doing Chinese propaganda 😳 Be careful eating street food. There are a lot of food poisonings with very toxic poisons😬 
You’re being fooled by old looking architecture, it’s mostly new build old looking architecture 😉
Sad that chinese eat dogs, hope you didn’t 😱",1
107,"Dude, go get yourself another bowl of noodles, it's on me",10
108,hey bro when you're going back to Iraq again...LOL,0
109,"most american youtubers are hired to 'product placement '  negative comments about China  - 
like   'feeling sick '       ' poor economy '     'freedom '      'laboratory '      'security cameras '",2
110,"So, you do not believe the international tribunal of China organ harvesting conclusions?

If you do, why are you in China?",0
111,Hot spicy noodle should go with a cool beer. I would eat two noodles bz it looks that one is not enough.,0
112,wow! Awesome amazing beautiful! Thank for sharing! ❤👍👍👍👍👍👍👍👍,25
113,Welcome to Kunming🎉❤,2
114,welcome to  China welcome to Bilibili.there r many Chinese audiences watch ur videos at Bilibili. Hope u have a best journey,19
115,You make me hungry,2
116,I am not sure about the “to slurp” thing. Isn’t that a Japanese thing about how it shows enjoyment? I know growing up in China my parents told me off for slurping. 😅 maybe it differs from region to region. But yah it definitely won’t offend people in China.,4
117,Be off! You made my mouth watery …,1
118,"Yunnan & Sichuan province is full of amazing natural scenery. chinese people travel to there alot.   You guys should travel like locals, not always shanghai, shenzhen blabla 😅",2
119,"I really like his Vlogs, they have such positive energy",4
120,What a wonderful place is. Make me want to travel there! Thank you!,33
121,wait til you see Dali and Lijiang,2
122,封面这是我小时候天天骑车玩的广场，就在我家旁边哈哈哈，现在我爸妈还住在那里，总之欢迎来到昆明,4
123,"Most foreigners never heard of Yunnan, but in China it's one of the most well known provinces for tourism and it's super popular among Chinese tourists.",109
124,"The film setting of AVATAR is based on Zhangjiajie in Hunan province, a popular tourist destination especially after the release of that movie",1
125,cant take my eyes off the pupss,0
126,You are not going to Lijiang or Dali since you are in Kunming already.,2
127,"You got to go back and continue to Dali, Lijiang and other cities in Yunnan.  😊",9
128,"Nice video! Kunming is a very beautiful city, with so much to offer. I love the ambience and the nature. Its very interesting to see such unique, unusual,and stunning landscape like the stone forest. The local foods looks good and China is very modern and high tech using  cashless mobile payments alipay and electric vehicles. Great China series and im looking forward for your upcoming videos about this country.",20
129,Stone forest 👍👍👍,5
130,The Travel Content GOAT!,9
131,Nice.,3
132,The Yunda Campus near the Green Lake is worth checking out. Very tranquil and pretty.,0
133,"Wow, it seems there were few people in the stone forest, just you and nature. That's rare in China👍",1
134,CHINA as a whole is the best kept secret,3
135,It's lamb in the meat pancake,3
136,"The fictional location in Avatar is based off a place in China.... not this place though, but instead, a place called Zhangjiajie in central China, which, unsurprisingly, is also a popular tourist attraction.",3
137,内蒙西藏新疆（特别是北疆）才是第一梯队,1
138,中国欢迎你🎉🇨🇳,3
139,love from the u s,1
140,Chill,1
141,"China is not diverse, diversity would mean many races and cultures which China is against.",0
142,Just subscribed.  Love your China videos. Hope to see more.,11
143,Nice video,3
144,welcome to Iraq. We already missed you 😂❤.,1
145,don't forget to check the world famous flower market where you can buy a  gorgeous bouquet for $3 or even $2.,4
146,The little pot rice noodle is actually a bit overpriced for a city like Kunming. It could cost no more than 10 RMB in a neighborhood eatery.,1
147,有机会，可以做一些研究，找合适的季节到不同的中国地区去旅游～,0
148,beautiful work🥰,5
149,My hometown,5
150,Thanks!,42
151,Funny you say that about feeling like you're in Avatar. They were inspired by China's Zhangjiajie National Park when making the film,2
152,21st,1
153,Loving the China vids so far Doug!!!!!!,52
154,Love from kunming，are you still in yunnan?cuz there are tons of places i recommend you to go in yunnan and kunming,2
155,非常棒的视频，欢迎来到我的家乡。,9
156,"I am Chinese from Northeast,and I do not recommend that you go to first tier cities in China, such as Beijing, Shanghai, and Guangzhou. I suggest you go to fourth - and fifth tier cities first, the least developed cities, to let you know that China is very advanced, clean, and safe",3
157,Great vlog Doug. Loved the old guy at 5 mins in 😂,2
158,Such a beeeautiful park.,20
159,"china is clean safe dan developed 
what else  more u expect for?",4
160,اين الترجمه 😐,0
161,"If you think Kunming is the best and most underestimated tourist city, then I can only say that you are wrong. For foreigners, the most underestimated must be Xizang and Xinjiang",17
162,Love from Iraq ❤🇮🇶,24
163,Cool to see they still have a preserved historic old town!,39
164,"Keep posting the videos, my brother. I support you. Your videos are very beautiful. You are a nice person and have a social personality. I hope to meet you.💟❤",12
165,الغالي Doug,1
166,"Love you, Doug from Iraq 🔥❤",13
167,Love you doug❤,3
168,Getting from turkey❤❤,1
169,Very good video blog. I hope you will come to the city of Basra in Iraq 🇮🇶❤,12
170,هلا وين الترجمه,1
171,See more from China on Instagram! https://www.instagram.com/doug_barnard,42
172,biangbiang noodle is expected to add some chilly oil andVinegar,0
173,这个不是胡辣汤呀😂,0
174,"Hummm...Their hijab is decorated with blings, opposite to the dull black colored only hijab we saw in our own country.

Funny how fashion also plays a role in daily lives of religious people.",0
175,喜欢你的冒险和挑战，中国人喜欢冒险探索挑战。❤,0
176,good video❤,0
177,好,0
178,Hui Chinese are a fascinating ethnicity,1
179,As Chinese the only one I really like is that cold noodles it is called liangpi😂,0
180,Hungry now 😂😂😂😂,0
181,Welcome to China! May you have a wonderful memory! Sir.,0
182,"Noodle capital of China is definitely Datong city, Shanxi province!",0
183,These look soooo good!!!,0
184,"lol you go to famous scamming food street in xian and its the worst food in xian, xian food is all good besides this scamming muslim food",0
185,"xian has not much muslim, and the ""hui street"" you go to its famous for trash food and scamming lol",0
186,biang biang noodle is not muslim food,0
187,胡说八道 西安都是汉族美食 回民街是坑人的,0
188,"totally bullshit, xian is famous for its noodles(non muslim), there is only a little muslim in xian and its food is garbage",0
189,man you are like a Carbon Superman. i don't know how you can eat all this carb in one day lol,0
190,Any vegetarian options? 😄,0
191,'promo sm' 🤪,0
192,"did u try the local xi'an style barbeque ? it's amazing, u gotta try",0
193,不该晚上看的，给我整饿了,0
194,"10:15 Not sure why you have encounters this before or think this is unexpected in Chinese cuisine, since cold sesame paste noodles dishes are pretty commonly found in many Chinese restaurants in the states for decades, every region makes it slightly different with different addons but the general concept is the same.",0
195,我是西安人，回族。😊你去的鼓楼，大皮院儿，也是我在家时常去的美食圣地！我看的口水直流~😅胡辣汤，酸汤水饺，biangbiang面，麻酱凉皮，羊肉泡馍，菁糕，and lots more! ah~~ they are all my favorite! 💖🤗😋,12
196,Welcome to my hometwon，西安! 💖🤗So many people in 兵马俑！😅,2
197,Fun for adults and kids alike.,0
198,You should try ROujiabo,0
199,"I should not watch this video on midnight,but you take  a very good video,Bravo! I am very hungry now....",0
200,"What the fuxk, i saw my head 😂",0
201,"Bro, i am living near Muslim quarter, welcome  to Xi'an.",0
202,hehe very starchy soup in the halal restaurant!,0
203,华清池晚上有很好看的表演,0
204,"0:50 remind me of these recent funny meme Chinese history channels. “Yellow river was flooded, 1 million people dead.”",0
205,非常棒的视频，旅游就是要到当地的生活场景中～,0
206,انت عراقي من عشيرة تميم,0
207,Beautiful China,0
208,"Doug my dear a while ago I saw you in Iraq  Baghdad in Karrada specifically and I missed you 🤗
 You have a person dressed in black and an honorable person. I was happy to see you often❤.",2
209,"I like all the food in this video, i shall plan a trip to xian haha!!",0
210,"You're cramming 10 episodes of ""Blondie in China""'s Amy in one show😂check with Guinness World Record, see if you qualify😊",1
211,China has a long and shocking history,0
212,❤❤❤❤❤🎉,0
213,"Thank you for showing the world the real China, I hope you can enjoy the tour in China.
Love from China.❤",0
214,among all the foreigner vlogs I love yours the most. You apparently know how to do the plan ahead of your trip and you are kind and gentle to Chinese people. You respect the culture and are brave to try so many different stuff. Xi'an has so many tasty food and some people call it the city of carbs lol.,5
215,你的食物选择都很不错，除了一个，回民街的biangbiang面不正宗，因为biangbiang面是汉民美食，需要用到猪油来增加风味,1
216,great job of preparing and eating authentic local food！Thank you～,1
217,I’m so astonished that you eat so much food in one day😂 welcome to China❤,0
218,"Welcome to China, I suggest you have a Chinese hamburger called ""塔斯汀"". Believe me, it tastes 1000000 times better than KFC's burgers！！！！！",1
219,你不是来旅游的 你是来吃东西的😂,0
220,I would love to visit Xi'an too ❤❤❤,0
221,Why didn't you come to Tikrit? I felt sad because you didn't visit Tikrit,0
222,cool,0
223,Healthy meal,1
224,So wealthy,1
225,١٠/١٠,1
226,I am surprised how much you ate in a day!😂 My mouth was watering when I watched your video!,0
227,来支持一下，欢迎你来中国❤,0
228,Once again be moved by the interactions between these normal people.,0
229,"Hala food is an important part of traditional Chinese food, and more than two thirds of traditional snacks in Beijing are Muslim. For some reason, Muslims are almost synonymous with delicious food in traditional Chinese culture.
So my Muslim brothers, come on and promote your food to the world",0
230,I really want to say the biang biang nodless in this video is not delicious。 它太少了，看着像是景区专供,0
231,welocm come to China!,0
232,your English is good😀..good accent. clearly.,0
233,"Food V loggers have most fans , which proves one Chinese proverb, 民以食為天 Food is most important thing to people.",0
234,有机会来甘肃，新疆，西藏,0
235,放松点享受旅行，中国人对外国人是非常友好的.,0
236,6:46 That little boy was ABSOLUTELY fascinated 😂,8
237,Love to go to Xian again ❤,0
238,Watching him eating 西安 food brings me back to my childhood as a native Xi’an guy.,0
239,Totally enjoyed your video!,1
240,西安胡辣汤🤢郑州胡辣汤😋,0
241,Cool,0
242,"Damn, you did your homework so well! As a local who grew up in this province now live in Australia, I can tell all the food you picked are very unique to Xi'an and authentic. I miss the cold noodle (LiangPi) so badly. I eat this as my daily breakfast when I was there. That will be the top 1 food must eat next time when I back to China. Thank you for bringing back my memory!",6
243,"Xian, most polluted city in the world.Does coal dust still fall from the sky onto everything?",0
244,"bro eat carbs like champ, your daily carb intake is like my weekly",0
245,"Zeng Gao guy was wearing Louie Vatton Jacket, doing good selling sticky rice.",0
246,This is all amazing Doug! So hungry now.,9
247,Thank you for sharing amazing food video with us brother ❤,0
248,Welcome to my hometown,0
249,非常好视频 ❤来自中国,0
250,"Bro, you're so polite and gentle ,i like the way u communicate with Chinese people. subscribed",35
251,Piss off pale European.....,0
252,博主，做的很棒！有机会可以来黑龙江玩,0
253,Great China 🇨🇳 Aincent China 🇨🇳 in the world 🌎,0
254,I love your free style and bright mind disposition.  From Nigeria,0
255,Dear Bernard when are you coming to the most populous black Nation of the world,0
256,"Knowing just ""Tai Hao Le"" already got you pretty far in China haha :)) Great video!",1
257,Totally not scripted nor paid for by the ccp,0
258,The food looks great even after dinner.,0
259,"Xi'an and Beijing are probably the two cities that best represent traditional China. Xi'an had been China's capital for most of its past, and Beijing has been China's capital for the past six hundred years. Shanghai reflects the combination of Chinese and European culture and modern China. If you plan to visit China in the future, these three cities are the most representative.",0
260,love you,0
261,"after this trip, food from Chinatown will never taste the same anymore🤭",0
262,"Great educational and entertaining video.
There are many other travel vlogs dealing mostly with food, and touristic places to visit and of interest. Adding info on where to stay, cost, location, etc would make it that much more informative and helpful. 
Cheers and all the best!",1
263,"That ""jelly"" like stuff in your first breakfast is most probably tapioca or maize powdered starch which is commonly used to thicken soups and some other dishes.",0
264,"Oh,God! I want to eat!",0
265,اول مرة اسمع مسلمين في الصين ❤,0
266,Lucky uiu,0
267,ancient capital of china Not the current capital And please fix the clip cover as well.,0
268,Crazy，man.  u eat a lot😅,0
269,西安回民街的大多数食物不是穆斯林食物，而是汉族的食物！凉皮，甑糕，饺子，许多源于汉民族的食物！,0
270,西安回民街的大多数食物不是穆斯林食物，而是汉族的食物！,0
271,"These food in Muslim street most are not Muslim‘food, but oringinally from
 Han CHinese!",0
272,你也太能吃了吧🤭,0
273,Welcome to my hometown,0
274,It feels like China is really vast.,0
275,一直吃一直吃？把我看饿了,0
276,欢迎你来到中国，祝你旅途愉快~,0
277,Yunnan province is the best in China.,0
278,"Xi'an is a carbon-rich city, and the food is very popular. I hope you have a pleasant trip!",0
279,Doug，how can u use 支付宝 as a laowai,0
280,so cool！,0
281,"How could you eat these all kinds of carbs in one day, lol amazing",0
282,It must be very tough to take so much food in a day.,0
283,"Xi'an is one of the oldest cities in China, not what you would call a new city.",0
284,🙏👍🙏🙂🙏,0
285,Xi'an welcomes foreign friends,0
286,"When I went to Iraq, I subscribed to your channel out of respect and appreciation from me 🥰🤗💗",1
287,"This used to be the capital city during the Prosperous Tang Dynasty 👍
Wish can go to Xi An at least once in my lifetime",0
288,"""A little crowded""😂",1
289,Xi'an is considered the city of carbs in China. No kidding.,0
290,"Nice video! Love all the contents! Just simply sharing food and local culture, nothing related to political .",0
291,"Excellent video, I like the food too 😋😋😋",0
292,Watching this at 1am was a big mistake. I'm dying of hunger rn 😭😭😭,0
293,"China is THE food paradise, period.",0
294,"We welcome friends from all over the world to visit China, and Shandong is also a good place. My hometown is Linyi",0
295,I enjoyed the video very much!,1
296,Wow🥰 Interesting Place👍👍👍 Thank You  For Sharing 🥰 watching from Toronto 🥰🇨🇦 Be Safe👍,3
297,Welcome to my homeland,0
298,how can you be eating that much food in a day? The food you ate in a day would last 3 days for regular people,0
299,the worst time to visit lmao probably  the thing I hate the most about living and traveling in China IMO is how many people there are literally pain,0
300,😄😄😄,0
301,欢迎你来中国其他城市旅游 每个城市都有不同的景色和景点,0
302,Haha you didn’t find dessert.,0
303,"lmao that's too much carb man you need a local adviser on wus good other than carbs, well simply too much to choose from honestly",0
304,Wow excellent video!! I can’t wait to visit XiAn,0
305,how much weight have you put on?,0
306,Fantastic unbiased China content. Subbed,49
307,China has halal food؟,2
308,Amazing video! ❤,0
309,"As someone from shanxi taiyuan, I will never admit that Xi'an is the captial of noodles. (kind of joking, we don't like each other in terms of whose noodles are more delicious.)",0
310,"Omg that dumpling soup looks amazing. But everything in that video looks insanely delicious,",1
311,Happy to see this good video and I finally can go back to China this summer 🥹 eat every day,1
312,天呐，太会吃了。,0
313,❤❤❤❤❤❤,1
314,回民街不让车进去的,0
315,Doug you should be fat!,0
316,"Chinese do use sesame paste in their cuisine. In Chengdu and Chongqing, sesame paste is commonly used in noodles and also in dipping sauce.",1
317,How I can contact u deal urgently?,0
318,"All the food I eat is authentic local food, which I like very much.😃",0
319,"I have never been to xi,an befnoodl really want to try all kinds of foods in xi,an",0
320,新疆的棉花都是强迫劳动得来的😂，大家千万别用，因为国内也不够用的😂,0
321,"Nice video anyway,, ❤",0
322,Your video succeeded in making me a China person greedy.😂❤,0
323,I watched the entire videos and really enjoy your food adventure. I wish you can all show your trips in China.,0
324,一路跟著你口水掉滿地😂😂！,0
325,非常棒🎉🎉🎉,0
326,"I have to say that you are a foreign tourist who is the best at choosing restaurants in China, and all the most local food",1
327,"Awesome China vlog. Love your little interactions with locals, especially that adorable curious shy little boy!",32
328,"Dude, you must be the Greek god in charge of carbohydrates. That's cool😎",0
329,"Too much carbs! but that place is famous for carbs, so you did all the right choice!",1
330,哇！想吃😋,0
331,"I have been to many countries and IMO, I can say China has the richest and the most varieties when comes to food. If you are the conservative type, you are missing out big time. I have always said if you love food, go to China.",2
332,你被限流了，应该把标题改成英文,3
333,"Xi'an is a new city with a history of only more than 3,100 years.",13
334,"the food in half purple, half yellow, he said it's rose and honey mixture",0
335,听说大博主客观拍中国西北的视频被限流，55万粉的博主20个小时只有一万多的播放，于是来支持下,15
336,,0
337,"nope you are wrong...
the noodle capital of China is Taiyuan/Shanxi Province...",0
338,It's ramadan time. But i am watching you eating :P,0
339,"Good video,Xi'an local food is so different and tasty",0
340,"Huge thanks to more and more honest vloggers, who expose every lie the mainstream western medias tell about China👍.",34
341,my god，you really did a hell lot of research，didn't you,0
342,This video makes me hungry,1
343,"Woah MashaAllah, so what Madzhab they use?",0
344,I hope you have time to visit Chengdu which is the panda city in China.  And it will only take 2 hours from Xi'an to Chengdu by train.,0
345,欢迎你来中国❤,0
346,"China has a huge land and rich resources. Different areas have different dialects, foods, and cultural scenes. I hope you can visit different places, learn about different cultural landscapes, and show as many features as possible. Thank you so much for all your help for China.",0
347,"maybe U can go to more city of China. Ex: GUANGZHOU, CHONGQING，Beijing, hangzhou, shenzhen",1
348,I like your style. Not too exaggerating and I can tell you are enjoying the process.,25
349,All the food is delicious. Thank you for this amazing trip to China.🙌 15:52,1
350,Xi‘An is my hometown. I miss all these foods. 😂,1
351,"Hmmm, looks so delicious!",1
352,"My American professor visited Xi'an many years ago, and when I visited him several years later in the States, he said he had the best dumpling in Xi'an, and that his mouth was literally watering when talking about it. 😀",81
353,The local carbohydrate in Xi'an is literally famous.,1
354,我也想去西安,0
355,Your pronunciation is perfect! We appreciate your effort.❤,13
356,Why the youtubers always eat noodles and dumplings in China? 😢,1
357,西安美食特別多,0
