,comment,like_count
186,"In the UK American cheese legally cannot be called cheese. They're called ""cheese flavoured slices"" because they don't have enough actual cheese in to be called cheese",0
187,Ron Swanson vs Chris Trager,0
188,"Jeez dude, stop talking! George Motz is amazing, let the man speak! Why did you even invite him along? Reign in the Main Character vibes.",0
189,Wait what? I present the perfect coment,0
190,"A smash burger is nowhere near perfect. the fuck are you serving people, let this shitty trend die, give me my moneys worth, not a thin burger.",0
191,"Don't understand why you had a professional burger king on the show but you don't exhibit any studious interest in what he had to say. You merely try to keep up. It's obvious that you've got something to prove, but don't make it so obvious. I only heard statements; not once did you ask him a question, except when you wanted him to rate something of yours. Please practice humility where it's due, rather than arrogance.",0
192,Where’s the bacon?,1
193,I thought Wolverine was busy filming Deadpool 3? How the hell did Josh manage to invite him?,0
194,You fan boyed here and stuffed up the burger,0
195,"I remember making your Smash burger and eating a patty with cheese, it was amazing by it self. You’re right that the fat and cheese make up the sandwich’s own sauce.",0
196,I like George's burger more 😆 Nothing beats a good old fashion mustard cheese beef patty combo 🙂,0
197,"Every recipe I’ve posted on Khal has received helpful feedback and support. It’s a great learning environment for any cook.













&&&&&&&&&&&&&&&&&&&&&&&&",0
198,George looks like mister gibbs from the pirate of the Caribbean,0
199,No bbq sauce?,0
200,One of my favourite videos of yours 🤘,0
201,"Perfect timing on this video for me because I'm making burgers tonight. Josh's burger looked nearly perfect to me, maybe just a bit too much sauce. I'll be adding some nice crispy bacon into mine. Great video.",0
202,'It looks like French bread' - NO it DOES NOT,0
203,is that sef rollins dad?,0
204,Props on the vegemite 😆,0
205,WHAAAAT!? No cold teriyaki sause on the raw buffalo patty in a hawaiian roll? This is the ultimate burger!,0
206,"for me, the perfect burger is Red Robin’s beer cheese fondue burger",0
207,Where's the scrape of vegemite on the buns to add a bit more yeasty umami?,0
208,"Your objection to cheddar sticking to the roof of your mouth and being too loud is a product of trying it on just one smash patty. Smash burgers are best served as a double or triple with cheese ONLY between the patties and not on top. You can get away with a louder, stickier, less salty cheese if you put another layer of beef between you and it.",0
209,"Who would have guess that 2 Americans would pick Amerinca ""Cheese"" as the best option. Cheddar al the way to go, I you digress, You are plain wrong.",0
210,"All of this sounds fantastic, but I do like some ketchup on my burger.",0
211,No u didn't,1
212,"You didn’t in fact create the perfect burger, Josh. The cohost did. The title should have said “we” created the perfect burger.",0
213,bro got schooled in his own channel,0
214,"Why exactly did you have him on, Joshua? As clickbait?",1
215,"Josh: I'd like to talk over what you want in a burger

I now get to rate a burger i dont like yet.... i have to be on your channel

Youre a hackass josh. Honestly just get off youtube.

You didnt even make a perfect burger. You just made your own burger",0
216,Try pandesal. Filipino buns,0
217,I think Josh's burger looked good just too much sauce and pickles,0
218,"All respect to these gentlemen.

However...throw us a bone and define what you mean when you say ""maillard"". All I hear between my ears is ""My God"" and like...that''s cool...but, I really just want to know burgers and stuff",0
219,Barbecue sauce shouldve been considered. I also enjoy heinz 57 and white american. No winners but fun options.,0
220,Your talent is in cooking and you should show it on the khal.,0
221,"Josh, when you get someone like George on your show, shut up dude. Stop talking and let him speak. You just waffled your opinions for 20 minutes and he could barely get a word in. Your ego stomped all over your guest, who has way more experience and knowledge than you do here.",0
222,"you went straight to smash patties - you should have tested patty size too.  last point, dave thomas made square patties so you would taste the beef before the bun - your patties hung over, but a little more beef to hanging out and a greater beef to bun ratio would have been better.....",0
223,Ketchup mustard and pickles anything else and you’re just being a pretentious little prick. 😂,0
224,It stopped being the “Greatest Burger” as soon as you took American cheese over cheddar. 🤦🏻‍♂️ It is literally not even “cheese”. It’s simulated cheese product. Americans lmao.,0
225,"Jesus Christ, Josh. Why why WHY with the long pickles and so much sauce? It coulda been a contender!",1
226,I thinl kaiser and pretzel buns are the best,0
227,"Who knew, the classic Mustard, Pickle, onion, and white bread was OG.

TIP: Dont like onions? Onion Powder.
        Pickles? Pickle Juice",0
228,so for Motz's burger i think i'd change only one thing. OK onion burger with mustard and pickles on a potato bun. that's perfection imo,0
229,This reminds me of when SpongeBob had a Jim patty,0
230,Motz needs more videos!!!,0
231,"Double Smash Burger, 80/20, Potato Roll, American Cheese, Mustard, Shreddice, Onion - Perfection",0
232,Only the sharpest cheddar in the universe is fit for my burgers.,0
233,"Josh’s burger is a Wendy’s double stack in Vancouver, Washington: two 1/4lb burgers with cheese, thousand island sauce and pickles. I still think it’s the best fast food burger there is.",0
234,"my fav burger is brioche charcoal grilled patty with onions, caramelized onions pickles tomato, burger sauce and aged cheddar",0
235,"I- I mean, George made the perfect burger",0
236,a piclke burger maybe...,0
237,"Delete your channel. Change your name to Joshua Washedman because you're washed, through, done. OUT. YOU'RE FINISHED. George Motz (AKA Sean Schemmel) absolutely destroyed you. IT'S OVER. YOU LOST.",2
238,"great video, couldn't have done it without George",0
239,Ron Swanson vs Chris Traeger round 2,0
240,"Agree with American cheese, but half Swiss / half blue cheese is amazing on a thick grilled burger.",0
241,Watching the professional(Atleast in a burger making context) take over when they started grilling was cool. It like triggered a nerve in him and he cooked.,0
242,"my guy says he needs yellow cheese then proceeds to choose provolone, lol",0
243,"Love the content, but the absurd amount of sharp cuts in the editing is super jarring imo",0
244,No Jalapeno's? You're dead to me!,0
245,I can't belive you didn't look at red onions joshua !!,0
246,"By far the best tasting burger I ever made consisted of Angus patties, Muenster cheese, sauteed mushrooms, carmelized onions, and truffle aioli on butter grilled sourdough! 🤤",0
247,Depriving the perfect burger of bacon is criminal,0
248,once you only put a fucking dill pickle i knew you were cooked dirtiest topping,0
249,Love the mortal kombat style sound bites all throgh the video,0
250,"Stop this propaganda please!😂, let the man talk",0
251,"Something about the burger scholar here touching his nose, hands in pockets, touching the food.. Just makes me crawl.",0
252,It's hilarious that George's burger is how I've made my burgers for years.,0
253,George is the burger god. You had no chance of beating his best burger.,1
254,"If I was told to just make a burger:
Potato Roll
80% beef patty, smoke grilled
American Cheese
Tomato (Gotta be fresh. if you have your own garden, that can make a tomato leaps and bounds better than most you can get from a supermarket)
Ketchup
Yellow Mustard

But, I am a man of wide tastes. Sometimes i want the good ol' standard, sometimes I want to spruce things up a bit.
So, for a delicious next level version dubbed ""The Uberger"":
Pretzel Bun
1 75% smoke grilled patty
Pepperjack
1 80% smash patty
American cheese
(Have to tweak the sizes of the patties so that they're the same diameter, and the grilled patty isn't too thick, would require experimentation)
Caramelized onions
Jalapeños
Bacon
Tomato
Sauce ( Ketchup, Spicy Brown Mustard, Horseradish, Mayo)
+
Pickle spear on side

The first is for beautiful simplicity
The second is to punch you in the mouth with unctuous flavor",0
255,Josh...I miss when your videos would start from you opening the cabinet....bring that back.,0
256,What temperature should you optimally have the grill top when you smash the burgers?,0
257,i would have done a ground mustard garlic aoli otherwise burger sauce just tastes plain to me,0
258,"Potato bun, cast iron, steakburger, lid over top to cook both sides and keep juice in",0
259,I miss my B-rolls,0
260,15:22 I felt the man. Why would you wash the good flavor away?,0
261,"Yeah smell test is important. You have to respect what scientists call the ""old factory"" system.",0
262,those long pickles look awful on a burger. can't do it,0
263,You should do A but better on golden chick,0
264,"Gotta have onions, lettuce, and tomato.",0
265,Your solo videos are the same as your collab videos. You're just talking all the time. Let your collab guests talk without you having the last word every single time.,0
266,"Trader Joe's sell them sweet and hot jalapeno, they a ton of flavor, not too spicy, doesn't hurt on the way down it's just a perfect balance. You can get them with the olives/pickles section... This is my go to, if i don't have them i won't eat it.",0
267,Ngl he kinda looks like dan povenmire,0
268,did not expect this cameo but I am thrilled that it happened,0
269,great collab does he have a youtube channel?,0
270,Has the literal number 1 burger guy on for a burger episode: Lets him say 10 words,0
271,Is that Johnny Knoxvilles dad?,0
272,I loved this piece. Food for thought.,1
273,in sweden ur lucky if you find 15% fat groudn beef,0
274,"I’m all for history and tradition, but I’d take Josh’s burger over George’s every time",0
275,"Let me get Josh's burger with the Aged Cheddar, no pickles, but with the sauce. The sauce and american cheese makes to much sauce.",0
276,So one made a McDonald's double patty cheeseburger with Big Mac special sauce and the other one made a regular McDonald's cheeseburger minus the ketchup nice.,0
277,isn't there a correlation between thickness of burger and its fat percentage?,0
278,"Big fancy specialty burgers are nice once in a while for sure, but most of the time for me the simpler the better.  A lot of the time I don't even bother with a bun, just a slice of American, a little mustard, and some ketchup.",0
279,"Josh at 10:55: I want an orange slice of cheese, so American White is out
Josh 30 seconds later: yeah, provolone is in the top three!",0
280,"I've never thought I was about to see Josh and Arthur Schopenhauer in one video! Jokes aside, quality burger. Quality content <3",0
281,"Personal opinion: too much editing. Feels like watching a ticktock video not a cooking video. You have my attention and time, let me watch and not cut cut cut cut. The content is good but can't even focus on it",0
282,"Mustard pickles onion is my go too combination. The acid, sour, pungent flavors go with the rich fattyness of the burger.
Same topings I put on sausage too, usually some sauerkraut as well. Don't get me wrong, mustard mayo ketchup is also good on a burger but generally for just one sauce, mustard is king.",0
283,The one ingredient id change is smoked salt instead of regular salt.,0
284,"Damn like a.month ago josh had 5m subs, double damn",0
285,It's 2024 josh. It's the year of onion bacon jam on everything.,0
286,"A true statment of not needing to over complicate food. More often than not, simple things done correctly just cant be beat.",0
287,"Can't do the American cheese, it's processed.",0
288,"I love that Josh pushes texture over taste over and over and over, he even REFERENCES HIS BOOK, but then chooses smashburger over thick for the flavor😂 CMON JOSH. 



I love both styles tho",0
289,Would love to have seen you explain to him why you want to wash your onions. Seems like he home cooks it and just lays on some diced raw white onion on there 😅 also want to stress the importance of “bottomings” and why groceries DO NOT belong on top of a steaming hot cheesy beef patty,0
290,"For me, neither is perfect. I don't want pickles on my burger - I want them on the side where they maintain a better temperature. I don't like them hot, I like them cold/cool. Bite of burger, and take a bite of the pickle ""as needed"" to add the acidity and pop of flavor.",0
291,"american cheese XD, it's not even real cheese, just like american bread. theses are a lie, for the cheese i like either cheddar or comté",0
292,mustard pickle onion is a GOATED combo for additives on a burger.,0
293,"I wish I liked onion. Everyone else just seems to enjoy them so much, but they ruin everything for me. The taste and the texture are both just awful. I genuinely want to get the hype, but to me there is just nothing redeemable about onions. It’s a crying shame that people want to add them to everything.",0
294,No you didnt,0
295,Ground Sirloin KO's Beef Chuck in a heartbeat. Waaaaaaaaay more flavour. 👈 🇨🇦 Eh!,0
296,"I've been going down a Motz YouTube wormhole the last 3 to 4 weeks.  I've probably had smash burgers at home 6 times in that time....everything from the slugo, to the OK fried onion, to the ridiculous green chili burger.  To see JW and George work together during this culinary phase of my life is OUTSTANDING.  Loved this video!  Now, get Josh with Aaron Frankin or Johnny (Jirby) White and we'll have a culinary BBQ explosion on the YouTubes.",2
297,Pls make a halaal food one,0
298,George looks a lot like Michael C Hall (Dexter) 🤩😲😲,1
299,Merge both their faces to get a full beard 😂,0
300,"2:39. No it doesn't look like french bread, it looks like what it is...a brioche.",0
301,I have to disagree with you both. I really dislike the taste of American. I find it plastic-y bland.,0
302,good video but i feel like u should have considered a medium rare or rare thick burger.,0
303,"""I didn't smell the crack yet""",0
304,"Agreed with everything until we got to the sauce 💀 I hate thousand island, I prefer the holy trinity; mayo, mustard and ketchup.",0
305,Bro just get a Big Mac 💀,0
